product_id,product_name,category,price
P0282,Shampoo 282,Personal Care,3974
P0283,Notebook 283,Clothing,3522
P0284,Shirt 284,Grocery,4901
P0285,Phone 285,Toys,1516
P0286,Mug 286,Electronics,428
P0287,Curtains 287,Toys,3107
P0288,Rice 288,Personal Care,2825
P0289,TV 289,Grocery,3698
P0290,TV 290,Personal Care,1519
P0291,Pen 291,Grocery,1584
P0292,Toothpaste 292,Books,2927
P0293,Notebook 293,Books,3740
P0294,Bag 294,Home Decor,3929
P0295,TV 295,Home Decor,2477
P0296,Rice 296,Home Decor,1766
P0297,Doll 297,Clothing,2169
P0298,Mug 298,Toys,4083
P0299,Pen 299,Toys,2409
P0300,Mug 300,Toys,4059
P0301,Shoes 301,Home Decor,2279
P0302,Shoes 302,Personal Care,3610
P0303,Rice 303,Clothing,1018
P0304,Rice 304,Personal Care,3058
P0305,Toothpaste 305,Toys,4790
P0306,Mug 306,Books,4055
P0307,Pen 307,Books,233
P0308,TV 308,Clothing,1338
P0309,Mug 309,Clothing,2218
P0310,Phone 310,Electronics,3673
P0311,Shoes 311,Home Decor,1210
P0312,Pen 312,Clothing,3343
P0313,Bag 313,Home Decor,3648
P0314,Lamp 314,Books,905
P0315,Shirt 315,Home Decor,4890
P0316,Rice 316,Personal Care,1809
P0317,Notebook 317,Personal Care,3508
P0318,Curtains 318,Personal Care,556
P0319,Shirt 319,Home Decor,4190
P0320,Lamp 320,Clothing,4738
P0321,Mug 321,Toys,2060
P0322,Phone 322,Toys,358
P0323,Lamp 323,Clothing,2419
P0324,Pen 324,Books,1432
P0325,TV 325,Grocery,4960
P0326,Notebook 326,Electronics,4196
P0327,Notebook 327,Personal Care,4472
P0328,Laptop 328,Home Decor,518
P0329,Shoes 329,Personal Care,3750
P0330,Pen 330,Personal Care,1270
P0331,Laptop 331,Grocery,3678
P0332,Curtains 332,Clothing,4006
P0333,Toothpaste 333,Toys,4882
P0334,Shirt 334,Grocery,1816
P0335,Notebook 335,Personal Care,419
P0336,Pen 336,Personal Care,4096
P0337,Lamp 337,Home Decor,411
P0338,Rice 338,Toys,3093
P0339,Lamp 339,Clothing,4682
P0340,Mug 340,Books,3325
P0341,TV 341,Personal Care,210
P0342,Toothpaste 342,Grocery,2255
P0343,Curtains 343,Books,3400
P0344,Rice 344,Grocery,3996
P0345,Lamp 345,Home Decor,1095
P0346,Shirt 346,Books,4884
P0347,Pen 347,Personal Care,822
P0348,Curtains 348,Toys,1564
P0349,Bag 349,Electronics,163
P0350,Mug 350,Personal Care,4124
P0351,Shirt 351,Electronics,1667
P0352,Mug 352,Personal Care,2111
P0353,Phone 353,Home Decor,739
P0354,Rice 354,Personal Care,3260
P0355,Laptop 355,Personal Care,1555
P0356,Shampoo 356,Toys,617
P0357,Doll 357,Books,1086
P0358,Toothpaste 358,Personal Care,2253
P0359,Mug 359,Home Decor,3132
P0360,Doll 360,Personal Care,4096
P0361,Shampoo 361,Electronics,912
P0362,Shampoo 362,Grocery,407
P0363,Shirt 363,Personal Care,1540
P0364,Curtains 364,Clothing,155
P0365,Laptop 365,Grocery,3595
P0366,Pen 366,Personal Care,2801
P0367,Shoes 367,Grocery,1738
P0368,Shoes 368,Home Decor,4981
P0369,Shirt 369,Electronics,3290
P0370,Laptop 370,Electronics,858
P0371,Phone 371,Toys,55
P0372,Doll 372,Personal Care,2243
P0373,Doll 373,Personal Care,1442
P0374,Phone 374,Home Decor,3537
P0375,Notebook 375,Personal Care,3832
P0376,Rice 376,Electronics,3253
P0377,Toothpaste 377,Electronics,511
P0378,Doll 378,Personal Care,1615
P0379,Rice 379,Books,2618
P0380,Shirt 380,Personal Care,3870
P0381,Rice 381,Grocery,3098
P0382,Curtains 382,Clothing,3694
P0383,Doll 383,Toys,4503
P0384,Lamp 384,Personal Care,2545
P0385,TV 385,Electronics,1878
P0386,Shampoo 386,Books,4821
P0387,Doll 387,Personal Care,1778
P0388,Lamp 388,Clothing,537
P0389,Curtains 389,Toys,2129
P0390,Notebook 390,Grocery,1478
P0391,Shoes 391,Personal Care,2196
P0392,Toothpaste 392,Toys,3203
P0393,Toothpaste 393,Home Decor,3666
P0394,Shoes 394,Electronics,4603
P0395,Lamp 395,Home Decor,3796
P0396,Shampoo 396,Clothing,1795
P0397,Mug 397,Toys,1920
P0398,Shoes 398,Toys,1589
P0399,Notebook 399,Clothing,1532
P0400,Pen 400,Home Decor,4856
P0401,Rice 401,Toys,452
P0402,Toothpaste 402,Clothing,4871
P0403,Notebook 403,Home Decor,1435
P0404,Toothpaste 404,Books,1960
P0405,Doll 405,Toys,1197
P0406,Pen 406,Toys,2433
P0407,Shampoo 407,Grocery,2568
P0408,Mug 408,Grocery,4622
P0409,Lamp 409,Grocery,2162
P0410,Lamp 410,Clothing,1026
P0411,Phone 411,Electronics,3145
P0412,TV 412,Home Decor,1696
P0413,TV 413,Grocery,3596
P0414,Shoes 414,Books,4006
P0415,Lamp 415,Toys,109
P0416,Shirt 416,Home Decor,3674
P0417,Toothpaste 417,Home Decor,1983
P0418,Curtains 418,Personal Care,2508
P0419,Shirt 419,Electronics,1601
P0420,Toothpaste 420,Toys,517
P0421,Shoes 421,Clothing,4080
P0422,Lamp 422,Home Decor,600
P0423,Toothpaste 423,Personal Care,603
P0424,Phone 424,Personal Care,1775
P0425,Notebook 425,Books,1882
P0426,Toothpaste 426,Books,489
P0427,Pen 427,Home Decor,3134
P0428,Shoes 428,Books,2645
P0429,Phone 429,Toys,2770
P0430,Phone 430,Grocery,2917
P0431,Pen 431,Clothing,1207
P0432,Shoes 432,Grocery,907
P0433,Shampoo 433,Toys,1376
P0434,Bag 434,Grocery,783
P0435,Shirt 435,Personal Care,394
P0436,Doll 436,Personal Care,3392
P0437,Laptop 437,Electronics,4357
P0438,Phone 438,Clothing,1091
P0439,Shirt 439,Clothing,1410
P0440,Rice 440,Toys,1887
P0441,Rice 441,Personal Care,3603
P0442,Mug 442,Toys,3199
P0443,Shampoo 443,Clothing,3537
P0444,Curtains 444,Grocery,3303
P0445,Rice 445,Electronics,2590
P0446,Toothpaste 446,Books,1831
P0447,Bag 447,Electronics,1230
P0448,Shampoo 448,Home Decor,4952
P0449,Pen 449,Books,4830
P0450,Phone 450,Personal Care,51
P0451,Toothpaste 451,Personal Care,522
P0452,TV 452,Home Decor,280
P0453,Notebook 453,Grocery,3124
P0454,Doll 454,Toys,1765
P0455,Bag 455,Toys,2916
P0456,Mug 456,Electronics,3903
P0457,Toothpaste 457,Toys,3060
P0458,Bag 458,Home Decor,2130
P0459,Notebook 459,Personal Care,2927
P0460,Mug 460,Books,3433
P0461,TV 461,Personal Care,1394
P0462,Phone 462,Clothing,2241
P0463,Doll 463,Toys,938
P0464,Notebook 464,Toys,4297
P0465,Toothpaste 465,Personal Care,2878
P0466,Toothpaste 466,Electronics,3323
P0467,Phone 467,Grocery,3465
P0468,Curtains 468,Home Decor,289
P0469,Shirt 469,Clothing,2753
P0470,Mug 470,Grocery,3145
P0471,Shirt 471,Books,3007
P0472,Shampoo 472,Electronics,2190
P0473,Phone 473,Clothing,72
P0474,Lamp 474,Books,830
P0475,Bag 475,Grocery,236
P0476,Pen 476,Clothing,3834
P0477,Notebook 477,Books,4611
P0478,TV 478,Personal Care,4729
P0479,Shampoo 479,Personal Care,4273
P0480,Phone 480,Books,2699
P0481,Phone 481,Clothing,4133
P0482,Notebook 482,Clothing,4936
P0483,Toothpaste 483,Clothing,1149
P0484,Doll 484,Home Decor,3400
P0485,Laptop 485,Electronics,4737
P0486,Lamp 486,Toys,614
P0487,Laptop 487,Toys,4747
P0488,Mug 488,Clothing,1979
P0489,Doll 489,Home Decor,2140
P0490,Doll 490,Home Decor,856
P0491,Rice 491,Clothing,2498
P0492,Rice 492,Grocery,1928
P0493,Toothpaste 493,Electronics,1262
P0494,Shoes 494,Toys,4393
P0495,Bag 495,Clothing,1111
P0496,Bag 496,Home Decor,4783
P0497,Mug 497,Personal Care,4544
P0498,Lamp 498,Electronics,98
P0499,TV 499,Personal Care,3053
P0500,Mug 500,Clothing,3840
P0501,Notebook 501,Clothing,482
P0502,TV 502,Clothing,3399
P0503,Bag 503,Books,4074
P0504,Bag 504,Personal Care,538
P0505,Notebook 505,Toys,4958
P0506,Laptop 506,Grocery,4376
P0507,Shampoo 507,Electronics,2152
P0508,TV 508,Clothing,2935
P0509,Rice 509,Electronics,2352
P0510,Doll 510,Personal Care,3269
P0511,Lamp 511,Grocery,1187
P0512,Mug 512,Personal Care,2187
P0513,Pen 513,Toys,456
P0514,Curtains 514,Home Decor,4516
P0515,Notebook 515,Toys,447
P0516,Doll 516,Personal Care,4487
P0517,Doll 517,Clothing,2049
P0518,TV 518,Home Decor,1122
P0519,Doll 519,Toys,130
P0520,Rice 520,Toys,2093
P0521,Phone 521,Electronics,4240
P0522,Mug 522,Books,3531
P0523,Shirt 523,Clothing,1416
P0524,Shirt 524,Toys,1865
P0525,Toothpaste 525,Home Decor,73
P0526,Shirt 526,Grocery,1807
P0527,Toothpaste 527,Electronics,2564
P0528,Shampoo 528,Electronics,3459
P0529,Phone 529,Electronics,190
P0530,Bag 530,Grocery,2201
P0531,TV 531,Books,4433
P0532,Mug 532,Toys,4156
P0533,Rice 533,Grocery,4648
P0534,TV 534,Grocery,4053
P0535,Phone 535,Toys,4659
P0536,Bag 536,Home Decor,4020
P0537,Pen 537,Books,796
P0538,Toothpaste 538,Home Decor,498
P0539,Toothpaste 539,Books,191
P0540,Rice 540,Electronics,3276
P0541,Shampoo 541,Clothing,533
P0542,Shirt 542,Personal Care,911
P0543,Curtains 543,Clothing,4693
P0544,Lamp 544,Home Decor,861
P0545,Curtains 545,Books,1289
P0546,Shampoo 546,Clothing,3043
P0547,Shoes 547,Clothing,4463
P0548,Shoes 548,Electronics,2532
P0549,Shoes 549,Home Decor,2650
P0550,Laptop 550,Electronics,2723
P0551,Laptop 551,Toys,679
P0552,Phone 552,Books,4687
P0553,Phone 553,Clothing,4365
P0554,Curtains 554,Grocery,3510
P0555,Shirt 555,Home Decor,4626
P0556,Pen 556,Grocery,346
P0557,Shirt 557,Toys,3617
P0558,Rice 558,Grocery,1086
P0559,Bag 559,Grocery,742
P0560,Lamp 560,Clothing,3829
P0561,Pen 561,Toys,3324
P0562,Curtains 562,Home Decor,2965
P0563,Toothpaste 563,Grocery,2416
P0564,Shampoo 564,Clothing,4607
P0565,Rice 565,Personal Care,1529
P0566,Bag 566,Clothing,4617
P0567,Bag 567,Home Decor,848
P0568,Shampoo 568,Books,2585
P0569,Laptop 569,Personal Care,983
P0570,Doll 570,Home Decor,3721
P0571,Toothpaste 571,Personal Care,3492
P0572,Shirt 572,Grocery,1619
P0573,Pen 573,Grocery,269
P0574,Laptop 574,Home Decor,3138
P0575,Shoes 575,Grocery,1196
P0576,Phone 576,Clothing,4736
P0577,Phone 577,Personal Care,3899
P0578,Doll 578,Electronics,1035
P0579,Phone 579,Toys,1416
P0580,Doll 580,Home Decor,2030
P0581,Rice 581,Toys,4376
P0582,TV 582,Grocery,537
P0583,Shoes 583,Grocery,2619
P0584,Shoes 584,Books,3713
P0585,Lamp 585,Personal Care,1516
P0586,Mug 586,Grocery,4584
P0587,TV 587,Grocery,4339
P0588,Mug 588,Grocery,4649
P0589,Mug 589,Home Decor,1494
P0590,Mug 590,Electronics,1630
P0591,Pen 591,Home Decor,117
P0592,Pen 592,Home Decor,4058
P0593,Laptop 593,Clothing,4118
P0594,Bag 594,Personal Care,3667
P0595,Laptop 595,Personal Care,4478
P0596,Phone 596,Home Decor,2907
P0597,Laptop 597,Grocery,2058
P0598,Toothpaste 598,Home Decor,3312
P0599,Shirt 599,Clothing,940
P0600,Shampoo 600,Personal Care,4336
P0601,Notebook 601,Books,859
P0602,Pen 602,Grocery,3732
P0603,Pen 603,Clothing,665
P0604,Rice 604,Grocery,859
P0605,Shampoo 605,Books,2557
P0606,Doll 606,Electronics,4929
P0607,Mug 607,Books,4932
P0608,Phone 608,Home Decor,3226
P0609,Laptop 609,Books,1712
P0610,Curtains 610,Clothing,3639
P0611,Pen 611,Home Decor,1497
P0612,Mug 612,Electronics,3357
P0613,Shampoo 613,Toys,4397
P0614,Phone 614,Toys,4507
P0615,Bag 615,Personal Care,4511
P0616,Notebook 616,Home Decor,1801
P0617,Doll 617,Grocery,4183
P0618,Bag 618,Personal Care,431
P0619,Doll 619,Home Decor,2390
P0620,Toothpaste 620,Electronics,3345
P0621,Shoes 621,Books,2220
P0622,Shoes 622,Books,3158
P0623,Shirt 623,Electronics,86
P0624,Bag 624,Personal Care,4155
P0625,Curtains 625,Toys,4423
P0626,Pen 626,Home Decor,188
P0627,Rice 627,Clothing,4990
P0628,Shirt 628,Clothing,1543
P0629,TV 629,Home Decor,302
P0630,Rice 630,Books,2645
P0631,Phone 631,Electronics,3791
P0632,Shampoo 632,Personal Care,3220
P0633,Shirt 633,Personal Care,1064
P0634,Laptop 634,Home Decor,3093
P0635,Curtains 635,Electronics,4277
P0636,Shampoo 636,Clothing,4239
P0637,TV 637,Home Decor,3889
P0638,Rice 638,Toys,4447
P0639,Mug 639,Electronics,300
P0640,Doll 640,Electronics,1262
P0641,Bag 641,Grocery,233
P0642,Rice 642,Personal Care,804
P0643,Lamp 643,Toys,3546
P0644,Pen 644,Grocery,459
P0645,Curtains 645,Books,298
P0646,Curtains 646,Toys,2294
P0647,Notebook 647,Books,3452
P0648,Mug 648,Electronics,1857
P0649,Shampoo 649,Grocery,4852
P0650,Shoes 650,Toys,3048
P0651,Laptop 651,Toys,1233
P0652,Curtains 652,Electronics,1975
P0653,Shirt 653,Electronics,4963
P0654,Notebook 654,Books,2863
P0655,Bag 655,Electronics,955
P0656,Laptop 656,Toys,4979
P0657,Doll 657,Electronics,1788
P0658,Lamp 658,Grocery,697
P0659,Notebook 659,Home Decor,2490
P0660,Doll 660,Toys,319
P0661,Toothpaste 661,Electronics,1459
P0662,Phone 662,Clothing,2157
P0663,Shoes 663,Grocery,180
P0664,Curtains 664,Grocery,4993
P0665,Pen 665,Electronics,237
P0666,TV 666,Clothing,808
P0667,Pen 667,Toys,1478
P0668,Shampoo 668,Clothing,4716
P0669,Mug 669,Books,68
P0670,Shoes 670,Toys,4690
P0671,Shirt 671,Toys,2490
P0672,Rice 672,Grocery,322
P0673,Rice 673,Grocery,3842
P0674,Shampoo 674,Toys,3495
P0675,Pen 675,Clothing,3932
P0676,Shirt 676,Electronics,786
P0677,Lamp 677,Grocery,4581
P0678,Notebook 678,Home Decor,4089
P0679,Mug 679,Grocery,435
P0680,Laptop 680,Home Decor,979
P0681,Mug 681,Personal Care,1079
P0682,Curtains 682,Grocery,3822
P0683,Lamp 683,Personal Care,1531
P0684,Curtains 684,Electronics,1361
P0685,Lamp 685,Grocery,174
P0686,Shirt 686,Clothing,4676
P0687,Doll 687,Grocery,1900
P0688,Notebook 688,Home Decor,1381
P0689,Pen 689,Home Decor,1903
P0690,Shoes 690,Home Decor,3957
P0691,Laptop 691,Books,889
P0692,Notebook 692,Toys,1737
P0693,Toothpaste 693,Grocery,3720
P0694,Notebook 694,Books,2309
P0695,Shoes 695,Personal Care,3344
P0696,Laptop 696,Clothing,3486
P0697,Phone 697,Electronics,4703
P0698,Lamp 698,Home Decor,1541
P0699,Laptop 699,Electronics,1152
P0700,Toothpaste 700,Electronics,1362
P0701,Curtains 701,Clothing,4480
P0702,Rice 702,Grocery,2047
P0703,Rice 703,Grocery,548
P0704,Shampoo 704,Electronics,3625
P0705,Phone 705,Home Decor,1928
P0706,Laptop 706,Grocery,1448
P0707,TV 707,Electronics,4686
P0708,Shoes 708,Home Decor,4504
P0709,Lamp 709,Home Decor,1613
P0710,Notebook 710,Books,3373
P0711,Notebook 711,Clothing,3382
P0712,Toothpaste 712,Electronics,1793
P0713,Doll 713,Clothing,1173
P0714,Doll 714,Electronics,4321
P0715,Rice 715,Clothing,2630
P0716,Pen 716,Personal Care,1267
P0717,Shampoo 717,Toys,2042
P0718,Pen 718,Toys,1513
P0719,Phone 719,Home Decor,178
P0720,Rice 720,Home Decor,2815
P0721,Shampoo 721,Clothing,4397
P0722,TV 722,Grocery,3050
P0723,Lamp 723,Grocery,4593
P0724,Toothpaste 724,Home Decor,2739
P0725,Doll 725,Personal Care,2004
P0726,Mug 726,Books,4809
P0727,Laptop 727,Clothing,4766
P0728,Rice 728,Grocery,4217
P0729,Pen 729,Clothing,4129
P0730,TV 730,Books,1588
P0731,TV 731,Books,367
P0732,Notebook 732,Electronics,918
P0733,Curtains 733,Books,604
P0734,Phone 734,Books,1160
P0735,Phone 735,Home Decor,3018
P0736,Doll 736,Clothing,492
P0737,Doll 737,Home Decor,4522
P0738,Lamp 738,Electronics,3195
P0739,Lamp 739,Personal Care,4588
P0740,Shirt 740,Books,4672
P0741,Mug 741,Personal Care,1169
P0742,Laptop 742,Personal Care,2540
P0743,Shampoo 743,Toys,3887
P0744,Phone 744,Grocery,280
P0745,Lamp 745,Personal Care,279
P0746,Doll 746,Books,4127
P0747,Lamp 747,Books,2104
P0748,Laptop 748,Toys,2111
P0749,Lamp 749,Home Decor,2121
P0750,Curtains 750,Toys,1643
P0751,Curtains 751,Toys,2181
P0752,Shoes 752,Electronics,895
P0753,Lamp 753,Grocery,1785
P0754,Shampoo 754,Clothing,4254
P0755,Rice 755,Clothing,1431
P0756,Phone 756,Books,194
P0757,Rice 757,Toys,1229
P0758,Toothpaste 758,Personal Care,3109
P0759,Shoes 759,Clothing,2275
P0760,Shampoo 760,Clothing,1671
